Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before
8642,0,2,8715.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8643,0,1,4792.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8644,1,-1,10707.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8645,1,-2,8648.0,baffle plug need repair/replace,baffle,3,16,16,1,3
8646,1,-2,8727.0,baffle plug need repair/replace,baffle,3,16,16,1,4
8649,1,-1,3329.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8658,1,-1,10288.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8660,1,-1,13539.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8662,0,1,6816.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8664,0,2,7951.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8665,1,-1,4512.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8667,0,2,5207.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8668,0,2,5741.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8670,0,1,3438.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8671,1,-1,5598.0,baffle plug need repair/replace,baffle,3,16,16,1,3
8672,1,-2,8666.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8676,0,2,6162.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8678,0,1,4899.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8684,1,-2,4543.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8685,0,2,3997.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8686,1,-1,6340.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8687,0,1,5460.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8689,1,-2,5671.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8690,0,1,3686.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8693,0,1,9352.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8697,0,2,4963.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8707,1,-1,4808.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8708,0,2,3484.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8710,0,1,3703.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8711,1,-2,5677.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8714,1,-1,5633.0,baffle plug need repair/replace,baffle,3,16,16,1,3
8718,0,1,5010.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8719,0,1,7734.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8720,1,-1,6449.0,baffle plug need repair/replace,baffle,3,16,16,1,3
8722,0,1,4179.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8723,1,-1,5708.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8724,1,-1,4975.0,baffle plug need repair/replace,baffle,3,16,16,1,3
8729,0,1,6720.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8732,1,-1,4481.0,baffle plug need repair/replace,baffle,3,16,16,1,4
8735,0,2,6473.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8736,0,1,4666.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8738,0,1,3889.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8739,0,1,4433.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8741,1,-1,6970.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8743,1,-2,4521.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8745,1,-1,5524.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8747,0,1,5259.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8751,0,2,2409.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8752,0,2,6662.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8756,1,-1,5928.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8759,0,1,4928.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8763,0,2,3383.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8764,0,2,5041.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8765,1,-1,2878.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8770,0,1,6405.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8773,0,2,5411.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8778,0,1,4637.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8779,1,-1,9272.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8781,0,1,5085.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8782,0,1,5594.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8783,1,-2,5566.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8784,0,1,8994.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8786,1,-2,5368.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8787,1,-2,5491.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8790,0,1,9269.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8791,1,-1,4886.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8794,1,-1,13541.0,baffle plug need repair/replace,baffle,3,16,16,1,1
8795,0,2,8978.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8796,0,1,5929.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8797,0,2,5359.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8798,1,-1,5960.0,baffle plug need repair/replace,baffle,3,16,16,1,2
8799,0,2,4963.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8800,0,1,5492.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8801,0,1,5290.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8805,0,1,6396.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8820,0,2,4744.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8822,1,-1,6817.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8826,1,-1,5243.0,baffle plug need repair/replace,baffle,3,16,16,1,0
8831,0,1,4512.0,baffle plug need repair/replace,baffle,3,16,0,0,-1
8832,1,-2,5180.0,baffle plug need repair/replace,baffle,3,16,16,1,4
8836,1,-2,7615.0,baffle plug need repair/replace,baffle,4,16,16,1,4
8837,1,-1,3811.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8840,1,-1,2689.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8842,0,1,7375.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8843,0,1,5800.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8846,1,-1,7310.0,baffle plug need repair/replace,baffle,4,16,16,1,4
8849,1,-1,4647.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8851,1,-2,5459.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8853,1,-2,6145.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8855,0,1,11127.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8856,1,-1,4977.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8858,1,-1,3641.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8864,1,-1,2302.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8865,1,-1,9955.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8866,1,-1,5787.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8867,1,-1,1337.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8868,1,-1,4169.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8870,0,1,5694.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8874,0,2,10164.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8882,0,1,5146.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8886,1,-2,7646.0,baffle plug need repair/replace,baffle,4,16,16,1,4
8887,0,2,5492.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8888,0,1,2550.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8889,0,1,4917.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8891,0,1,2379.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8892,0,1,6130.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8894,1,-1,3437.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8897,1,-1,3780.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8898,1,-1,4321.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8899,1,-1,6954.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8900,1,-1,5718.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8904,0,2,5441.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8906,1,-1,1477.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8915,0,1,4761.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8916,1,-1,4076.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8921,1,-1,5491.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8924,0,1,5053.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8928,1,-2,2660.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8929,0,2,6829.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8931,0,1,5445.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8932,1,-1,4604.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8936,1,-2,5741.0,baffle plug need repair/replace,baffle,4,16,16,1,4
8939,1,-2,4948.0,baffle plug need repair/replace,baffle,4,16,16,1,4
8940,1,-1,8510.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8944,0,2,5102.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8945,0,1,5882.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8951,0,1,6161.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8952,0,1,1151.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8953,1,-1,1415.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8955,1,-2,5771.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8958,1,-1,2162.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8959,0,1,4854.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8964,0,1,6643.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8965,1,-1,5819.0,baffle plug need repair/replace,baffle,4,16,16,1,3
8969,0,1,1695.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8973,0,1,7950.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8974,1,-2,3609.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8976,1,-1,6814.0,baffle plug need repair/replace,baffle,4,16,16,1,2
8977,1,-1,3467.0,baffle plug need repair/replace,baffle,4,16,16,1,0
8978,0,2,3594.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8979,0,2,4372.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8981,0,1,3452.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8984,0,2,4449.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8987,1,-1,4619.0,baffle plug need repair/replace,baffle,4,16,16,1,1
8992,0,2,6613.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
8994,0,1,4231.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9000,0,1,4695.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9001,0,2,9039.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9002,0,1,4414.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9004,0,1,4651.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9005,0,1,5104.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9007,1,-1,5585.0,baffle plug need repair/replace,baffle,4,16,16,1,3
9013,1,-2,6251.0,baffle plug need repair/replace,baffle,4,16,16,1,3
9014,1,-1,9169.0,baffle plug need repair/replace,baffle,4,16,16,1,2
9017,1,-2,4916.0,baffle plug need repair/replace,baffle,4,16,16,1,2
9019,0,1,3889.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9021,1,-1,6530.0,baffle plug need repair/replace,baffle,4,16,16,1,2
9026,1,-1,4168.0,baffle plug need repair/replace,baffle,4,16,16,1,1
9027,1,-1,5321.0,baffle plug need repair/replace,baffle,4,16,16,1,3
9029,1,-2,4776.0,baffle plug need repair/replace,baffle,4,16,16,1,3
9031,0,1,4451.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9034,1,-1,6286.0,baffle plug need repair/replace,baffle,4,16,16,1,3
9036,0,1,6922.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9037,1,-1,3858.0,baffle plug need repair/replace,baffle,4,16,16,1,1
9038,0,1,3827.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9039,1,-1,9431.0,baffle plug need repair/replace,baffle,4,16,16,1,1
9040,1,-1,3500.0,baffle plug need repair/replace,baffle,4,16,16,1,1
9041,1,-1,4356.0,baffle plug need repair/replace,baffle,4,16,16,1,2
9042,0,2,5113.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9043,1,-2,1975.0,baffle plug need repair/replace,baffle,4,16,16,1,4
9046,0,1,4434.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9047,1,-1,10191.0,baffle plug need repair/replace,baffle,4,16,16,1,0
9048,0,1,3454.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9049,0,1,6207.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9052,0,1,5118.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9055,0,1,7020.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9062,0,1,5071.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9063,1,-1,4730.0,baffle plug need repair/replace,baffle,4,16,16,1,2
9064,0,2,4575.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9065,0,2,4137.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9066,0,2,5722.0,baffle plug need repair/replace,baffle,4,16,0,0,-1
9067,1,-1,4477.0,baffle plug need repair/replace,baffle,4,16,16,1,1
9155,1,-2,3640.0,rocker cover leak/loose/damage,,0,14,14,0,4
9158,1,-1,3298.0,rocker cover leak/loose/damage,,0,14,14,0,3
9162,0,1,3749.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9165,0,2,5349.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9168,1,-1,6643.0,rocker cover leak/loose/damage,,0,14,14,0,4
9172,1,-2,3453.0,rocker cover leak/loose/damage,,0,14,14,0,1
9173,0,1,2067.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9180,1,-1,4027.0,rocker cover leak/loose/damage,,0,14,14,0,3
9181,0,1,1275.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9184,1,-2,7634.0,rocker cover leak/loose/damage,,0,14,14,0,3
9185,1,-1,6049.0,rocker cover leak/loose/damage,,0,14,14,0,1
9186,0,1,6315.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9191,1,-1,7298.0,rocker cover leak/loose/damage,,0,14,14,0,0
9194,0,2,6326.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9196,1,-1,5134.0,rocker cover leak/loose/damage,,0,14,14,0,1
9197,1,-2,4900.0,rocker cover leak/loose/damage,,0,14,14,0,0
9198,0,1,6037.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9199,0,2,5414.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9201,1,-1,5414.0,rocker cover leak/loose/damage,,0,14,14,0,2
9203,1,-1,3391.0,rocker cover leak/loose/damage,,0,14,14,0,4
9213,0,1,4508.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9221,0,1,7258.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9223,1,-1,4745.0,rocker cover leak/loose/damage,,0,14,14,0,2
9226,0,1,5834.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9227,0,1,10922.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9229,1,-2,5331.0,rocker cover leak/loose/damage,,0,14,14,0,2
9230,0,1,5657.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9231,0,1,2940.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9232,1,-1,5644.0,rocker cover leak/loose/damage,,0,14,14,0,0
9233,1,-2,2925.0,rocker cover leak/loose/damage,,0,14,14,0,2
9237,0,1,8240.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9239,0,1,5898.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9244,0,1,1927.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9248,0,1,5975.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9250,0,1,5477.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9252,1,-1,6393.0,rocker cover leak/loose/damage,,0,14,14,0,3
9254,1,-1,5517.0,rocker cover leak/loose/damage,,0,14,14,0,1
9258,0,1,3185.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9261,0,1,1369.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9262,0,1,13770.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9266,1,-1,6449.0,rocker cover leak/loose/damage,,0,14,14,0,4
9268,1,-2,5569.0,rocker cover leak/loose/damage,,0,14,14,0,3
9269,1,-1,12171.0,rocker cover leak/loose/damage,,0,14,14,0,0
9273,0,1,2191.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9274,1,-1,8963.0,rocker cover leak/loose/damage,,0,14,14,0,0
9277,0,1,5616.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9282,1,-1,12355.0,rocker cover leak/loose/damage,,0,14,14,0,0
9283,0,1,4777.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9288,0,2,5462.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9290,1,-2,5172.0,rocker cover leak/loose/damage,,0,14,14,0,0
9291,0,1,5382.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9293,1,-2,1057.0,rocker cover leak/loose/damage,,0,14,14,0,4
9297,0,1,6425.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9299,0,2,7098.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9300,0,1,4850.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9301,0,1,6271.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9303,1,-1,4755.0,rocker cover leak/loose/damage,,0,14,14,0,1
9306,0,1,3905.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9309,0,2,1944.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9310,1,-1,5194.0,rocker cover leak/loose/damage,,0,14,14,0,0
9315,1,-2,5337.0,rocker cover leak/loose/damage,,0,14,14,0,3
9317,0,1,5611.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9319,0,1,5569.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9323,0,1,3886.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9324,1,-2,5440.0,rocker cover leak/loose/damage,,0,14,14,0,1
9325,1,-2,10700.0,rocker cover leak/loose/damage,,0,14,14,0,4
9327,0,1,4087.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9330,0,2,5353.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9333,1,-2,5571.0,rocker cover leak/loose/damage,,0,14,14,0,2
9335,0,1,2395.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9339,1,-2,4619.0,rocker cover leak/loose/damage,,0,14,14,0,0
9340,0,2,6439.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9342,0,1,4590.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9343,1,-1,6037.0,rocker cover leak/loose/damage,,0,14,14,0,3
9344,0,2,9541.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9345,1,-1,4434.0,rocker cover leak/loose/damage,,0,14,14,0,3
9348,0,1,6386.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9349,1,-1,3530.0,rocker cover leak/loose/damage,,0,14,14,0,3
9359,1,-2,5430.0,rocker cover leak/loose/damage,,0,14,14,0,2
9361,1,-2,9601.0,rocker cover leak/loose/damage,,0,14,14,0,3
9362,0,2,5337.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9367,0,2,9660.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9369,0,2,4413.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9377,1,-2,5288.0,rocker cover leak/loose/damage,,0,14,14,0,2
9385,0,1,5756.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9393,1,-1,6095.0,rocker cover leak/loose/damage,,0,14,14,0,2
9394,1,-1,2657.0,rocker cover leak/loose/damage,,0,14,14,0,2
9395,1,-2,5737.0,rocker cover leak/loose/damage,,0,14,14,0,1
9398,1,-1,5691.0,rocker cover leak/loose/damage,,0,14,14,0,1
9399,0,2,11515.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9401,1,-1,6362.0,rocker cover leak/loose/damage,,0,14,14,0,1
9402,0,1,4400.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9408,0,1,7626.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9413,0,1,5662.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9415,1,-2,3967.0,rocker cover leak/loose/damage,,0,14,14,0,3
9421,0,1,3999.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9429,0,1,6153.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9430,0,1,4854.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9431,0,1,1539.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9432,1,-2,3578.0,rocker cover leak/loose/damage,,0,14,14,0,4
9433,1,-1,2986.0,rocker cover leak/loose/damage,,0,14,14,0,0
9435,1,-2,2922.0,rocker cover leak/loose/damage,,0,14,14,0,3
9436,1,-1,3376.0,rocker cover leak/loose/damage,,0,14,14,0,4
9441,1,-2,3936.0,rocker cover leak/loose/damage,,0,14,14,0,3
9442,0,2,5648.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9447,1,-1,6361.0,rocker cover leak/loose/damage,,0,14,14,0,0
9449,0,1,5925.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9450,1,-2,12448.0,rocker cover leak/loose/damage,,0,14,14,0,2
9455,1,-1,5069.0,rocker cover leak/loose/damage,,0,14,14,0,2
9457,1,-1,3734.0,rocker cover leak/loose/damage,,0,14,14,0,0
9459,0,1,9935.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9470,0,1,4325.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9473,0,1,5866.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9475,0,1,4684.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9479,0,1,5912.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9485,0,1,3557.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9491,1,-2,3622.0,rocker cover leak/loose/damage,,0,14,14,0,4
9493,0,1,4901.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9495,0,1,6224.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9496,1,-1,6239.0,rocker cover leak/loose/damage,,0,14,14,0,2
9497,0,1,3499.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9499,0,2,7634.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9504,0,1,6270.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9506,1,-1,7077.0,rocker cover leak/loose/damage,,0,14,14,0,1
9507,1,-1,1617.0,rocker cover leak/loose/damage,,0,14,14,0,1
9511,0,2,5720.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9516,1,-1,6302.0,rocker cover leak/loose/damage,,0,14,14,0,0
9517,0,1,3236.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9522,0,1,6115.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9523,0,1,3921.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9526,1,-1,699.0,rocker cover leak/loose/damage,,0,14,14,0,2
9530,1,-2,2084.0,rocker cover leak/loose/damage,,0,14,14,0,3
9531,1,-1,6929.0,rocker cover leak/loose/damage,,0,14,14,0,0
9533,0,2,3110.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9536,1,-1,6517.0,rocker cover leak/loose/damage,,0,14,14,0,2
9537,0,2,2738.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9540,1,-2,4464.0,rocker cover leak/loose/damage,,0,14,14,0,4
9542,1,-2,5102.0,rocker cover leak/loose/damage,,0,14,14,0,4
9543,1,-2,7531.0,rocker cover leak/loose/damage,,0,14,14,0,0
9545,0,1,6318.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9547,0,1,4684.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9553,0,1,3780.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9556,0,2,6582.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9559,0,1,4948.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9561,1,-2,3936.0,rocker cover leak/loose/damage,,0,14,14,0,3
9564,1,-2,4635.0,rocker cover leak/loose/damage,,0,14,14,0,2
9571,0,1,5088.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9577,1,-2,6893.0,rocker cover leak/loose/damage,,0,14,14,0,3
9578,0,1,11836.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9588,0,1,2069.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9589,0,1,7452.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9590,1,-2,8372.0,rocker cover leak/loose/damage,,0,14,14,0,1
9599,0,2,5756.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9603,0,2,2348.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9604,1,-2,4715.0,rocker cover leak/loose/damage,,0,14,14,0,4
9609,0,1,6550.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9611,1,-1,5010.0,rocker cover leak/loose/damage,,0,14,14,0,1
9612,1,-1,3857.0,rocker cover leak/loose/damage,,0,14,14,0,2
9613,0,1,6629.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9619,0,1,5911.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9620,1,-2,11338.0,rocker cover leak/loose/damage,,0,14,14,0,2
9621,0,1,3946.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9630,1,-2,4435.0,rocker cover leak/loose/damage,,0,14,14,0,1
9631,0,2,8169.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9632,0,2,5975.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9637,0,1,6036.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9640,1,-1,5134.0,rocker cover leak/loose/damage,,0,14,14,0,0
9642,0,2,6159.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9643,0,1,3827.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9647,0,2,5913.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9649,1,-2,7411.0,rocker cover leak/loose/damage,,0,14,14,0,4
9653,0,1,11489.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9659,0,2,7118.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9661,0,1,4524.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9665,1,-1,3812.0,rocker cover leak/loose/damage,,0,14,14,0,2
9667,1,-1,4930.0,rocker cover leak/loose/damage,,0,14,14,0,1
9668,0,1,6471.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9669,0,2,5508.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9670,0,1,7813.0,rocker cover leak/loose/damage,,0,14,0,0,-1
9673,1,-1,5072.0,rocker cover leak/loose/damage,,0,14,14,0,1
